244; 1564944426.56; 13219; 13872; 13037; 13219
245; 1564944426.6; 13219; 13856; 13021; 13198
246; 1564944426.64; 13198; 13848; 13014; 13196
247; 1564944426.68; 13462; 13859; 13027; 13200
248; 1564944426.72; 13200; 13847; 13013; 13197
249; 1564944426.76; 13466; 13869; 13042; 13227
250; 1564944426.8; 13227; 13883; 13049; 13230
251; 1564944426.84; 13490; 13885; 13054; 13233
252; 1564944426.88; 13487; 13886; 13047; 13219
253; 1564944426.92; 13219; 13860; 13026; 13204
254; 1564944426.96; 13467; 13864; 13033; 13217
255; 1564944427.0; 13217; 13873; 13041; 13214
256; 1564944427.04; 13214; 13856; 13025; 13210
257; 1564944427.08; 13477; 13881; 13046; 13219
258; 1564944427.12; 13219; 13863; 13034; 13214
259; 1564944427.16; 13214; 13857; 13026; 13208
260; 1564944427.2; 13208; 13865; 13035; 13214
261; 1564944427.24; 13471; 13862; 13029; 13213
262; 1564944427.28; 13473; 13877; 13042; 13218
263; 1564944427.32; 13218; 13872; 13039; 13216
264; 1564944427.36; 13474; 13866; 13030; 13213
265; 1564944427.4; 13473; 13875; 13043; 13225
266; 1564944427.44; 13481; 13875; 13031; 13206
267; 1564944427.48; 13465; 13869; 13042; 13225
268; 1564944427.52; 13484; 13885; 13050; 13231
269; 1564944427.56; 13231; 13889; 13058; 13240
270; 1564944427.6; 13240; 13898; 13063; 13241
271; 1564944427.64; 13241; 13887; 13054; 13229
272; 1564944427.68; 13493; 13891; 13058; 13238
273; 1564944427.72; 13495; 13893; 13058; 13234
274; 1564944427.76; 13489; 13893; 13067; 13248
275; 1564944427.8; 13248; 13899; 13063; 13238
276; 1564944427.84; 13501; 13896; 13059; 13231
277; 1564944427.88; 13487; 13880; 13042; 13214
278; 1564944427.92; 13468; 13862; 13031; 13217
279; 1564944427.96; 13483; 13884; 13043; 13216
280; 1564944428.0; 13475; 13876; 13042; 13224
281; 1564944428.04; 13224; 13868; 13028; 13201
282; 1564944428.07; 13201; 13870; 13051; 13227
283; 1564944428.11; 13491; 13900; 13072; 13234
284; 1564944428.15; 13482; 13893; 13064; 13218
285; 1564944428.19; 13464; 13871; 13044; 13208
286; 1564944428.23; 13465; 13880; 13055; 13214
287; 1564944428.27; 13467; 13883; 13057; 13212
288; 1564944428.31; 13462; 13870; 13037; 13192
289; 1564944428.35; 13444; 13863; 13048; 13218
